,index,Result_id,Transaction_type,Bedroom,Bathroom,Property_type,Price,Location,Agent,Listing_url,postcode,Borough,Date
13,13,listing_64710503,Sale,3,1,3 bed maisonette for sale,"£350,000","Brettenham Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64710503/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
14,14,listing_64710392,Sale,3,2,3 bed terraced house for sale,"£350,000","Ringwood Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64710392/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
15,15,listing_64709761,Sale,2,1,2 bed flat for sale,"£350,000","Fulbourne Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64709761/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
16,16,listing_64708129,Sale,4,1,4 bed end terrace house for sale,"£350,000","Shrubland Road, Walthamstow, London E17",Bairstow Eves - Walthamstow Sales,https://www.zoopla.co.uk/for-sale/details/64708129/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
17,17,listing_64704231,Sale,3,1,3 bed property for sale,"£350,000","Milton Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64704231/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
18,18,listing_64704120,Sale,2,1,2 bed property for sale,"£350,000","Fraser Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64704120/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
19,19,listing_64699248,Sale,2,1,2 bed flat for sale,"£350,000","Warner Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64699248/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
20,20,listing_64698610,Sale,1,1,1 bed flat for sale,"£350,000","Sudeley Court, 7 Broughton Place, London E17",Urban Moves,https://www.zoopla.co.uk/for-sale/details/64698610/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
21,21,listing_64696847,Sale,1,1,1 bed flat for sale,"£350,000","Troubridge Square, London E17",Yopa,https://www.zoopla.co.uk/for-sale/details/64696847/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
22,22,listing_64695291,Sale,4,1,4 bed end terrace house for sale,"£350,000","St. John's Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64695291/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
23,23,listing_64693691,Sale,3,1,3 bed end terrace house for sale,"£350,000","Forest View Road, Walthamstow, London E17",Your Move - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64693691/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
24,24,listing_64691703,Sale,3,1,3 bed flat for sale,"£350,000","Diana Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64691703/?search_identifier=c175263550d831fe20b2554d5cd417d4c0de3a00fbfb0f44b336787f96d1065f,E17,Waltham Forest,2023-05-28
25,25,listing_64691108,Sale,2,1,2 bed terraced house for sale,"£650,000","Rosebank Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64691108/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
26,26,listing_64691067,Sale,3,2,3 bed end terrace house for sale,"£650,000","Worcester Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64691067/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
27,27,listing_64691048,Sale,2,2,2 bed terraced house for sale,"£650,000","Campus Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64691048/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
28,28,listing_64690350,Sale,2,1,2 bed flat for sale,"£650,000","Thornbury Way, Walthamstow E17",RIGHT-STEP Real estate,https://www.zoopla.co.uk/for-sale/details/64690350/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
29,29,listing_64689800,Sale,4,2,4 bed terraced house for sale,"£650,000","West Avenue Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64689800/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
30,30,listing_64688148,Sale,1,1,1 bed flat for sale,"£650,000","Collendale Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64688148/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
31,31,listing_64682361,Sale,4,2,4 bed terraced house for sale,"£650,000","Blackhorse Lane, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64682361/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
32,32,listing_64682019,Sale,2,1,2 bed flat for sale,"£650,000","Yunus Khan Close, Walthamstow E17",Bairstow Eves - Leytonstone Sales,https://www.zoopla.co.uk/for-sale/details/64682019/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
33,33,listing_64681759,Sale,2,1,2 bed flat for sale,"£650,000","Wood Street, London E17",Kings Group - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64681759/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
34,34,listing_64681514,Sale,3,2,3 bed terraced house for sale,"£650,000","First Avenue, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64681514/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
35,35,listing_64681478,Sale,2,1,2 bed terraced house for sale,"£650,000","Chatham Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64681478/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
36,36,listing_64681140,Sale,1,1,1 bed flat for sale,"£650,000","Latchingdon Court, Forest Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64681140/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
37,37,listing_64680245,Sale,2,1,2 bed maisonette for sale,"£650,000","Markhouse Avenue, London E17",The Modern House,https://www.zoopla.co.uk/for-sale/details/64680245/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
38,38,listing_64676387,Sale,1,1,Studio for sale,"£650,000","Clay Court, Waverley Road, Walthamstow, London E17",Estates East,https://www.zoopla.co.uk/for-sale/details/64676387/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
39,39,listing_64675983,Sale,2,2,2 bed terraced house for sale,"£650,000","Stirling Road, Walthamstow, London E17",Bairstow Eves - Walthamstow Sales,https://www.zoopla.co.uk/for-sale/details/64675983/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
40,40,listing_64675947,Sale,1,1,1 bed flat for sale,"£650,000","Boundary Road, Walthamstow, London E17",Foxtons - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64675947/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
41,41,listing_64673501,Sale,3,1,3 bed flat for sale,"£650,000","Hawarden Road, Walthamstow, London E17",Foxtons - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64673501/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
42,42,listing_64671717,Sale,3,2,3 bed end terrace house for sale,"£650,000","Forest View Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64671717/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
43,43,listing_64670120,Sale,2,1,2 bed flat for sale,"£650,000","Brookscroft Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64670120/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
44,44,listing_64669479,Sale,3,2,3 bed end terrace house for sale,"£650,000","Blyth Road, London E17","Purplebricks, Head Office",https://www.zoopla.co.uk/for-sale/details/64669479/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
45,45,listing_64669301,Sale,2,1,2 bed flat for sale,"£650,000","Sutherland Road, London E17",Linus Jackson Property Agent,https://www.zoopla.co.uk/for-sale/details/64669301/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
46,46,listing_64668652,Sale,4,2,4 bed terraced house for sale,"£650,000","Forest View Road, Walthamstow, London E17",Your Move - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64668652/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
47,47,listing_64664984,Sale,4,2,4 bed property for sale,"£650,000","Havant Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64664984/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
48,48,listing_64664619,Sale,2,1,2 bed flat for sale,"£650,000","24 Stephenson Road, Walthamstow E17","Purplebricks, Head Office",https://www.zoopla.co.uk/for-sale/details/64664619/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
49,49,listing_64664635,Sale,3,1,3 bed terraced house for sale,"£650,000","Corbett Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64664635/?search_identifier=2e6a8b86a35a9863b3b7580184dc199c85bee215dffca964939534ade49ea71a,E17,Waltham Forest,2023-05-28
50,50,listing_64663531,Sale,1,1,Studio for sale,"£230,000","Claypole Court, Yunus Khan Close, Walthamstow, London E17",Estates East,https://www.zoopla.co.uk/for-sale/details/64663531/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
51,51,listing_64663447,Sale,3,2,3 bed terraced house for sale,"£230,000","Byron Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64663447/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
52,52,listing_64663264,Sale,3,1,3 bed maisonette for sale,"£230,000","Chewton Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64663264/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
53,53,listing_64663223,Sale,3,1,3 bed terraced house for sale,"£230,000","Higham Street, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64663223/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
54,54,listing_64660226,Sale,2,1,2 bed flat for sale,"£230,000","Chewton Rd, London E17",Property Liaisons,https://www.zoopla.co.uk/for-sale/details/64660226/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
55,55,listing_64659473,Sale,2,1,2 bed flat for sale,"£230,000","Forest Rise, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64659473/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
56,56,listing_64658337,Sale,3,1,3 bed property for sale,"£230,000","Vallentin Road, Walthamstow, London E17",Foxtons - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64658337/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
57,57,listing_64656287,Sale,2,,2 bed maisonette for sale,"£230,000","43 Chewton Road, London E17",Harman Healy,https://www.zoopla.co.uk/for-sale/details/64656287/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
58,58,listing_64654408,Sale,4,2,4 bed terraced house for sale,"£230,000","Ruby Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64654408/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
59,59,listing_64651578,Sale,1,1,1 bed flat for sale,"£230,000","Markhouse Road, London E17",Douglas Allen - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64651578/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
60,60,listing_64647753,Sale,3,1,3 bed flat for sale,"£230,000","Church Hill, Walthamstow, Greater London E17",99Home Ltd,https://www.zoopla.co.uk/for-sale/details/64647753/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
61,61,listing_64646628,Sale,3,1,3 bed terraced house for sale,"£230,000","Forest View Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64646628/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
62,62,listing_64645763,Sale,4,2,4 bed terraced house for sale,"£230,000","Rensburg Road, Walthamstow, London E17",Eeleven,https://www.zoopla.co.uk/for-sale/details/64645763/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
63,63,listing_64643087,Sale,2,1,2 bed flat for sale,"£230,000","Mersey Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64643087/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
64,64,listing_64640127,Sale,1,1,1 bed flat for sale,"£230,000","Walthamstow, London E17","Purplebricks, Head Office",https://www.zoopla.co.uk/for-sale/details/64640127/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
65,65,listing_64636951,Sale,1,1,1 bed flat for sale,"£230,000","Cambria Court, London E17",L&Q,https://www.zoopla.co.uk/for-sale/details/64636951/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
66,66,listing_64636843,Sale,2,1,2 bed flat for sale,"£230,000","Manor Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64636843/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
67,67,listing_64635323,Sale,1,1,1 bed flat for sale,"£230,000","Hillyfield, London E17",Sincere Property Services,https://www.zoopla.co.uk/for-sale/details/64635323/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
68,68,listing_64634720,Sale,2,1,2 bed terraced house for sale,"£230,000","Cheshire Close, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64634720/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
69,69,listing_64628031,Sale,3,2,3 bed terraced house for sale,"£230,000","Salop Road, London E17",Kings Group - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64628031/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
70,70,listing_64624792,Sale,3,2,3 bed flat for sale,"£230,000","Fulbourne Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64624792/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
71,71,listing_62265317,Sale,2,2,2 bed flat for sale,"£230,000","Hops House, Old Brewery Way, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/62265317/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
72,72,listing_64623153,Sale,1,1,1 bed flat for sale,"£230,000","Green Pond Close, Walthamstow E17",Bairstow Eves - Leytonstone Sales,https://www.zoopla.co.uk/for-sale/details/64623153/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
73,73,listing_64622876,Sale,3,1,3 bed terraced house for sale,"£230,000","Cooper Avenue, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64622876/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
74,74,listing_64622833,Sale,3,1,3 bed terraced house for sale,"£230,000","Glenthorne Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64622833/?search_identifier=02ae715c43cc908b85e9a02eed2105c48fb7905af4ce77092d4662d55a44878b,E17,Waltham Forest,2023-05-28
75,75,listing_64622799,Sale,4,2,4 bed terraced house for sale,"£700,000","Downsfield Road, Walthamstow, London E17",Central Estate Agents,https://www.zoopla.co.uk/for-sale/details/64622799/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
76,76,listing_64614821,Sale,3,1,3 bed property for sale,"£700,000","Spencer Road, Walthamstow, London E17",Foxtons - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64614821/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
77,77,listing_64613202,Sale,4,2,4 bed terraced house for sale,"£700,000","Kitchener Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64613202/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
78,78,listing_64612464,Sale,1,1,1 bed maisonette for sale,"£700,000","Devonshire Road, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64612464/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
79,79,listing_64611542,Sale,3,1,3 bed property for sale,"£700,000","Bedford Road, London E17",Churchill Estates - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64611542/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
80,80,listing_64611117,Sale,2,1,2 bed flat for sale,"£700,000","Plot C07.01, South Grove, London E17",L&Q London - The Chain Shared Ownership,https://www.zoopla.co.uk/new-homes/details/64611117/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
81,81,listing_64611088,Sale,2,2,2 bed flat for sale,"£700,000","Thornbury Way, London E17",Kings Group - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64611088/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
82,82,listing_64611019,Sale,2,2,2 bed flat for sale,"£700,000","Plot C05.05, South Grove, London E17",L&Q London - The Chain Shared Ownership,https://www.zoopla.co.uk/new-homes/details/64611019/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
83,83,listing_64610927,Sale,2,1,2 bed flat for sale,"£700,000","Plot C02.02, South Grove, London E17",L&Q London - The Chain Shared Ownership,https://www.zoopla.co.uk/new-homes/details/64610927/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
84,84,listing_64610851,Sale,2,2,2 bed flat for sale,"£700,000","Plot C03.03, South Grove, London E17",L&Q London - The Chain Shared Ownership,https://www.zoopla.co.uk/new-homes/details/64610851/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
85,85,listing_64610007,Sale,1,1,1 bed flat for sale,"£700,000","Roberts Road, London E17",Kings Group - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64610007/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
86,86,listing_64609840,Sale,1,1,1 bed flat for sale,"£700,000","Thornbury Way, London E17",Douglas Allen - Walthamstow,https://www.zoopla.co.uk/for-sale/details/64609840/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
87,87,listing_64608651,Sale,2,1,2 bed flat for sale,"£700,000","Essex Close, London E17",The Stow Brothers - E17,https://www.zoopla.co.uk/for-sale/details/64608651/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
88,88,listing_64607871,Sale,3,1,3 bed terraced house for sale,"£700,000","Priory Avenue, Walthamstow, London E17",Estates East,https://www.zoopla.co.uk/for-sale/details/64607871/?search_identifier=653c49e5cfaaf216fa45dbf2ffbcc337b8375d0f162272fe5db86c660fd6ce2e,E17,Waltham Forest,2023-05-28
