,index,Result_id,Transaction_type,Bedroom,Bathroom,Property_type,Price,Location,Agent,Listing_url,postcode,Borough,Date
0,0,listing_64732218,Sale,2,1,2 bed flat for sale,"£325,000","Firs Lane, London N13",Peter Graff,https://www.zoopla.co.uk/for-sale/details/64732218/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
1,1,listing_64731660,Sale,3,1,3 bed flat for sale,"£325,000","Green Lanes, London N13",Kings Group - Enfield Town,https://www.zoopla.co.uk/for-sale/details/64731660/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
2,2,listing_64728189,Sale,2,1,2 bed flat for sale,"£325,000","Park Avenue, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64728189/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
3,3,listing_64728005,Sale,5,2,5 bed detached house for sale,"£325,000","Amberley Road, London N13",Element Properties & Co,https://www.zoopla.co.uk/for-sale/details/64728005/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
4,4,listing_64725785,Sale,1,1,1 bed flat for sale,"£325,000","Hedge Lane, Palmers Green, London N13",Capital Homes,https://www.zoopla.co.uk/for-sale/details/64725785/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
5,5,listing_64725451,Sale,4,1,4 bed terraced house for sale,"£325,000","Chimes Avenue, London N13",Capital Homes,https://www.zoopla.co.uk/for-sale/details/64725451/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
6,6,listing_64717615,Sale,2,1,2 bed flat for sale,"£325,000","Kingsley Road, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64717615/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
7,7,listing_64706265,Sale,3,2,3 bed detached house for sale,"£325,000","Firs Lane, Palmers Green, London N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64706265/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
8,8,listing_64701598,Sale,2,2,2 bed flat for sale,"£325,000","Ruby Mews, London N13",Castles - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64701598/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
9,9,listing_64694329,Sale,4,2,4 bed property for sale,"£325,000","Hawthorn Avenue, London N13",Michael Wright Estate Agents,https://www.zoopla.co.uk/for-sale/details/64694329/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
10,10,listing_64690393,Sale,2,2,2 bed flat for sale,"£325,000","Bayswater Close, London N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64690393/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
11,11,listing_64689085,Sale,4,2,4 bed end terrace house for sale,"£325,000","Lodge Drive, Palmers Green N13",Havilands,https://www.zoopla.co.uk/for-sale/details/64689085/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
12,12,listing_64688974,Sale,3,1,3 bed terraced house for sale,"£325,000","Princes Avenue, London N13",Stonehouse Estates,https://www.zoopla.co.uk/for-sale/details/64688974/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
13,13,listing_64686463,Sale,5,2,5 bed semi-detached house for sale,"£325,000","Broomfield Lane, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64686463/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
14,14,listing_64685694,Sale,2,1,2 bed property for sale,"£325,000","Princes Avenue, London N13",Knights Residential - Edmonton,https://www.zoopla.co.uk/for-sale/details/64685694/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
15,15,listing_64685657,Sale,3,2,3 bed terraced house for sale,"£325,000","Melbourne Avenue, London N13",Ellis & Co - Bounds Green,https://www.zoopla.co.uk/for-sale/details/64685657/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
16,16,listing_60119682,Sale,3,1,3 bed terraced house for sale,"£325,000","Ecclesbourne Gardens, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/60119682/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
17,17,listing_64678435,Sale,2,1,2 bed flat for sale,"£325,000","Derwent Road, London N13",Peter Barry Estate Agents,https://www.zoopla.co.uk/for-sale/details/64678435/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
18,18,listing_64676670,Sale,4,2,4 bed semi-detached house for sale,"£325,000","Derwent Road, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64676670/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
19,19,listing_64675528,Sale,3,1,3 bed semi-detached house for sale,"£325,000","Cranford Avenue, Palmers Green N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64675528/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
20,20,listing_61703746,Sale,2,1,2 bed flat for sale,"£325,000","Cranley Gardens, London N13",Two Six Homes,https://www.zoopla.co.uk/for-sale/details/61703746/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
21,21,listing_64672609,Sale,5,1,5 bed semi-detached house for sale,"£325,000","Broomfield Lane, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64672609/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
22,22,listing_64672610,Sale,3,1,3 bed end terrace house for sale,"£325,000","Firs Lane, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64672610/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
23,23,listing_64669320,Sale,3,1,3 bed end terrace house for sale,"£325,000","River Avenue, London N13",Kings Group - Enfield Town,https://www.zoopla.co.uk/for-sale/details/64669320/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
24,24,listing_64667145,Sale,3,1,3 bed terraced house for sale,"£325,000","Princes Avenue, London N13",Platinum Estates,https://www.zoopla.co.uk/for-sale/details/64667145/?search_identifier=840ca3b9ddc371a2ef2f5d65e8e5ee6e5a7ce0625f14503221362ff6df1f75d7,N13,Enfield,2023-05-28
25,25,listing_64660652,Sale,3,1,3 bed terraced house for sale,"£575,000","Munster Gardens, Palmers Green N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64660652/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
26,26,listing_64654703,Sale,3,1,3 bed terraced house for sale,"£575,000","Firs Lane, Palmers Green N13",Havilands,https://www.zoopla.co.uk/for-sale/details/64654703/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
27,27,listing_64651108,Sale,3,1,3 bed terraced house for sale,"£575,000","Princes Avenue, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64651108/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
28,28,listing_64649627,Sale,2,2,2 bed flat for sale,"£575,000","Hannah Court, Palmers Green N13",Havilands,https://www.zoopla.co.uk/for-sale/details/64649627/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
29,29,listing_64644323,Sale,5,2,5 bed semi-detached house for sale,"£575,000","Fox Lane, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64644323/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
30,30,listing_64636379,Sale,4,2,4 bed terraced house for sale,"£575,000","Hazel Close, London N13",Bairstow Eves - Southgate Sales,https://www.zoopla.co.uk/for-sale/details/64636379/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
31,31,listing_64632518,Sale,3,2,3 bed terraced house for sale,"£575,000","Livingstone Road, Bounds Green, London N13",Martyn Gerrard - Muswell Hill - Sales,https://www.zoopla.co.uk/for-sale/details/64632518/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
32,32,listing_64629696,Sale,3,2,3 bed terraced house for sale,"£575,000","New River Crescent, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64629696/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
33,33,listing_64622259,Sale,2,2,2 bed flat for sale,"£575,000","Broomfield Lane, London N13",Martyn Gerrard - Land & New Homes,https://www.zoopla.co.uk/new-homes/details/64622259/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
34,34,listing_64615901,Sale,1,1,Studio for sale,"£575,000","Broomfield Lane, London N13",Martyn Gerrard - Land & New Homes,https://www.zoopla.co.uk/new-homes/details/64615901/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
35,35,listing_64615142,Sale,4,2,4 bed end terrace house for sale,"£575,000","Dawlish Avenue, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64615142/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
36,36,listing_64610145,Sale,2,1,2 bed flat for sale,"£575,000","Broomfield Lane, London N13",Martyn Gerrard - Land & New Homes,https://www.zoopla.co.uk/new-homes/details/64610145/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
37,37,listing_64600927,Sale,3,1,3 bed flat for sale,"£575,000","Millicent Grove, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64600927/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
38,38,listing_64600001,Sale,4,2,4 bed semi-detached house for sale,"£575,000","Crothall Close, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64600001/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
39,39,listing_64599407,Sale,1,1,1 bed maisonette for sale,"£575,000","Caversham Avenue, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64599407/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
40,40,listing_64573087,Sale,5,2,5 bed terraced house for sale,"£575,000","Melbourne Avenue, London N13",Keller Williams,https://www.zoopla.co.uk/for-sale/details/64573087/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
41,41,listing_64567066,Sale,4,2,4 bed semi-detached house for sale,"£575,000","Birch Avenue, Palmers Green N13",Lowthers,https://www.zoopla.co.uk/for-sale/details/64567066/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
42,42,listing_64563953,Sale,3,1,3 bed terraced house for sale,"£575,000","Riverway, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64563953/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
43,43,listing_64561989,Sale,4,2,4 bed terraced house for sale,"£575,000","Madeira Road, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64561989/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
44,44,listing_64555260,Sale,2,1,2 bed flat for sale,"£575,000","Lucerne Close, Palmers Green N13",Blain Firmin,https://www.zoopla.co.uk/for-sale/details/64555260/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
45,45,listing_48257378,Sale,1,1,1 bed flat for sale,"£575,000","Mintern Close, Hedge Lane, London N13",Peter Graff,https://www.zoopla.co.uk/for-sale/details/48257378/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
46,46,listing_64549648,Sale,2,1,2 bed flat for sale,"£575,000","Mintern Close, London N13",Property Inc,https://www.zoopla.co.uk/for-sale/details/64549648/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
47,47,listing_64547690,Sale,1,1,1 bed flat for sale,"£575,000","Bowes Road, London N13",Andrew Stevens,https://www.zoopla.co.uk/for-sale/details/64547690/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
48,48,listing_64547447,Sale,4,3,4 bed end terrace house for sale,"£575,000","Connaught Gardens, London N13",Range Homes,https://www.zoopla.co.uk/for-sale/details/64547447/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
49,49,listing_64547072,Sale,2,1,2 bed flat for sale,"£575,000","Connaught Gardens, London N13",Range Homes,https://www.zoopla.co.uk/for-sale/details/64547072/?search_identifier=3baed93d134920957aad5bbc35e9e901c80bafaeb1538f4aa51c86e5e352bfa0,N13,Enfield,2023-05-28
50,50,listing_64546994,Sale,3,1,3 bed terraced house for sale,"£550,000","Ashley Gardens, London N13",Daniel Rose Residential Ltd,https://www.zoopla.co.uk/for-sale/details/64546994/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
51,51,listing_64546293,Sale,3,2,3 bed terraced house for sale,"£550,000","Myrtle Road, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64546293/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
52,52,listing_60480851,Sale,1,1,1 bed flat for sale,"£550,000","Cherry Blossom Close, London N13",Range Homes,https://www.zoopla.co.uk/for-sale/details/60480851/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
53,53,listing_64540132,Sale,2,,2 bed flat for sale,"£550,000","Avondale Road, London N13",Martyn Gerrard Winchmore Hill,https://www.zoopla.co.uk/for-sale/details/64540132/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
54,54,listing_64539739,Sale,3,1,3 bed terraced house for sale,"£550,000","Chimes Avenue, Palmers Green, London N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64539739/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
55,55,listing_64537202,Sale,2,1,2 bed terraced house for sale,"£550,000","Princes Avenue, London N13",Castles - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64537202/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
56,56,listing_64536015,Sale,5,2,5 bed semi-detached house for sale,"£550,000","Lakeside Road, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64536015/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
57,57,listing_64528047,Sale,1,,Studio for sale,"£550,000","Broomfield Lane, Palmers Green N13",Foxtons - New Homes North,https://www.zoopla.co.uk/new-homes/details/64528047/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
58,58,listing_64524638,Sale,1,1,1 bed flat for sale,"£550,000","Floral Court, Palmers Green, London N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64524638/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
59,59,listing_64501520,Sale,4,2,4 bed semi-detached house for sale,"£550,000","Connaught Gardens, Palmers Green N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64501520/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
60,60,listing_64495948,Sale,3,1,3 bed property for sale,"£550,000","Dorchester Avenue, Palmers Green N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64495948/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
61,61,listing_61074283,Sale,2,2,2 bed flat for sale,"£550,000","Lodge Drive, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/61074283/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
62,62,listing_64483586,Sale,2,1,2 bed flat for sale,"£550,000","Turret Court, 112 Aldermans Hill, London N13",Winkworth - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64483586/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
63,63,listing_62384520,Sale,1,1,1 bed flat for sale,"£550,000","Cherry Blossom Close, Palmers Green N13",Blackstones Estates,https://www.zoopla.co.uk/for-sale/details/62384520/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
64,64,listing_64468990,Sale,1,1,1 bed flat for sale,"£550,000","Pilgrims Close, Palmers Green, London N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64468990/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
65,65,listing_64463326,Sale,3,1,3 bed terraced house for sale,"£550,000","Princes Avenue, London N13",Easy Properties London Ltd,https://www.zoopla.co.uk/for-sale/details/64463326/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
66,66,listing_64445890,Sale,2,1,2 bed maisonette for sale,"£550,000","Old Park Road, London N13",Keller Williams,https://www.zoopla.co.uk/for-sale/details/64445890/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
67,67,listing_64398966,Sale,4,2,4 bed terraced house for sale,"£550,000","Avondale Road, London N13",Havilands,https://www.zoopla.co.uk/for-sale/details/64398966/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
68,68,listing_64396055,Sale,2,1,2 bed flat for sale,"£550,000","Blacksmiths Court, 98 Green Lanes, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64396055/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
69,69,listing_64379512,Sale,3,2,3 bed terraced house for sale,"£550,000","The Grove, Palmers Green, London N13",Anthony Webb,https://www.zoopla.co.uk/for-sale/details/64379512/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
70,70,listing_64377316,Sale,2,2,2 bed flat for sale,"£550,000","Ruby Mews, London N13",Ellis & Co - Bounds Green,https://www.zoopla.co.uk/for-sale/details/64377316/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
71,71,listing_64357395,Sale,2,2,2 bed flat for sale,"£550,000","Crothall Close, Palmers Green N13",Anthony Charles,https://www.zoopla.co.uk/for-sale/details/64357395/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
72,72,listing_64341269,Sale,5,2,5 bed terraced house for sale,"£550,000","Tottenhall Road, London N13",Castles - Palmers Green,https://www.zoopla.co.uk/for-sale/details/64341269/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
73,73,listing_64333345,Sale,6,3,6 bed semi-detached house for sale,"£550,000","Powys Lane, Palmers Green, London N13",Anthony Pepe Palmers Green,https://www.zoopla.co.uk/for-sale/details/64333345/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
74,74,listing_64330674,Sale,2,,2 bed flat for sale,"£550,000","Davey Close, London, Greater London N13",So Resi - Resale,https://www.zoopla.co.uk/for-sale/details/64330674/?search_identifier=f033b388304eee2d60ddb9e5f9abb512bb916eeb585b900c32d6f28dec067c7e,N13,Enfield,2023-05-28
75,75,listing_53707747,Rent,3,2,3 bed flat to rent,"£1,850 pcm","Westminster Drive, Palmers Green N13",Empire Homes,https://www.zoopla.co.uk/to-rent/details/53707747/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
76,76,listing_58647011,Rent,3,1,3 bed flat to rent,"£1,850 pcm","Hazelwood Lane, London N13",Peter Michael Estates,https://www.zoopla.co.uk/to-rent/details/58647011/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
77,77,listing_64723254,Rent,1,1,1 bed flat to rent,"£1,850 pcm","Bayswater Close, London N13",Fullers Estate Agents,https://www.zoopla.co.uk/to-rent/details/64723254/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
78,78,listing_64723950,Rent,3,1,3 bed maisonette to rent,"£1,850 pcm","Hazelwood Lane, London N13",Outlet Residential Ltd,https://www.zoopla.co.uk/to-rent/details/64723950/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
79,79,listing_64721322,Rent,4,2,4 bed terraced house to rent,"£1,850 pcm","Rayleigh Road, London N13",Range Homes,https://www.zoopla.co.uk/to-rent/details/64721322/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
80,80,listing_64713025,Rent,1,1,1 bed property to rent,"£1,850 pcm","Sidney Avenue, London N13",Hampshire Heights Ltd,https://www.zoopla.co.uk/to-rent/details/64713025/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
81,81,listing_64704380,Rent,1,1,1 bed property to rent,"£1,850 pcm","Russell Road, London N13",ETB London,https://www.zoopla.co.uk/to-rent/details/64704380/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
82,82,listing_64700533,Rent,2,1,2 bed maisonette to rent,"£1,850 pcm","The Walk, Fox Lane, London N13",Range Homes,https://www.zoopla.co.uk/to-rent/details/64700533/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
83,83,listing_64700158,Rent,1,1,1 bed flat to rent,"£1,850 pcm","Green Lanes, London N13",Ridgeway Estates,https://www.zoopla.co.uk/to-rent/details/64700158/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
84,84,listing_64693772,Rent,1,,Studio to rent,"£1,850 pcm","Green Lanes, London N13",OpenRent,https://www.zoopla.co.uk/to-rent/details/64693772/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
85,85,listing_41992172,Rent,,,Property to rent,"£1,850 pcm","Fox Lane, Palmers Green N13",Northview,https://www.zoopla.co.uk/to-rent/details/41992172/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
86,86,listing_64686073,Rent,1,1,1 bed property to rent,"£1,850 pcm","Sidney Avenue, London N13",Hampshire Heights Ltd,https://www.zoopla.co.uk/to-rent/details/64686073/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
87,87,listing_64684450,Rent,3,1,3 bed property to rent,"£1,850 pcm","Windsor Road, London N13",The Property Company London Ltd,https://www.zoopla.co.uk/to-rent/details/64684450/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
88,88,listing_64683057,Rent,3,1,3 bed end terrace house to rent,"£1,850 pcm","Norfolk Close, London N13",Unique Estates Property Services,https://www.zoopla.co.uk/to-rent/details/64683057/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
89,89,listing_64676891,Rent,2,1,2 bed flat to rent,"£1,850 pcm","Devonshire Road, London N13",OpenRent,https://www.zoopla.co.uk/to-rent/details/64676891/?search_identifier=347504823f84616315bd46bd2c1cc5a15525e428debd8c9dbd6299f13cf44a7c,N13,Enfield,2023-05-28
