,index,Result_id,Transaction_type,Bedroom,Bathroom,Property_type,Price,Location,Agent,Listing_url,postcode,Borough,Date
28,28,listing_64658278,Sale,2,1,2 bed flat for sale,"£300,000","London Road, Isleworth TW7",Foxtons - Richmond & Twickenham,https://www.zoopla.co.uk/for-sale/details/64658278/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
29,29,listing_64657188,Sale,1,1,1 bed flat for sale,"£300,000","London Road, Isleworth TW7",Dexters - Isleworth,https://www.zoopla.co.uk/for-sale/details/64657188/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
30,30,listing_64657114,Sale,3,2,3 bed semi-detached house for sale,"£300,000","Spencer Road, Osterley, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64657114/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
31,31,listing_64650411,Sale,2,2,2 bed property for sale,"£300,000","Percheron Close, Isleworth TW7",Dexters - Isleworth,https://www.zoopla.co.uk/for-sale/details/64650411/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
32,32,listing_64647874,Sale,1,1,1 bed flat for sale,"£300,000","London Road, Isleworth TW7",Snellers - St Margarets,https://www.zoopla.co.uk/for-sale/details/64647874/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
33,33,listing_64644158,Sale,4,3,4 bed semi-detached house for sale,"£300,000","Worton Gardens, Isleworth TW7",Stirling Ackroyd - Whitton,https://www.zoopla.co.uk/for-sale/details/64644158/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
34,34,listing_64633435,Sale,3,2,3 bed property for sale,"£300,000","Castle Road, Isleworth TW7",Snellers - St Margarets,https://www.zoopla.co.uk/for-sale/details/64633435/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
35,35,listing_64633056,Sale,2,1,2 bed flat for sale,"£300,000","Witham Road, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64633056/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
36,36,listing_64126432,Sale,3,1,3 bed semi-detached house for sale,"£300,000","Bassett Gardens, Osterley, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64126432/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
37,37,listing_64627749,Sale,2,1,2 bed flat for sale,"£300,000","Aplin Way, Osterley, Isleworth TW7",Oakhill,https://www.zoopla.co.uk/for-sale/details/64627749/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
38,38,listing_64627386,Sale,5,5,5 bed semi-detached house for sale,"£300,000","Great West Road, Osterley, Isleworth TW7",Woodland,https://www.zoopla.co.uk/for-sale/details/64627386/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
39,39,listing_64626528,Sale,2,1,2 bed flat for sale,"£300,000","Sidmouth Avenue, Isleworth TW7",Foxtons - Richmond & Twickenham,https://www.zoopla.co.uk/for-sale/details/64626528/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
40,40,listing_64607899,Sale,1,1,1 bed flat for sale,"£300,000","1A Avenue Road, Isleworth TW7","Purplebricks, Head Office",https://www.zoopla.co.uk/for-sale/details/64607899/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
41,41,listing_64607284,Sale,2,1,2 bed maisonette for sale,"£300,000","Brambles Close, Isleworth TW7",Dexters - Isleworth,https://www.zoopla.co.uk/for-sale/details/64607284/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
42,42,listing_64606733,Sale,2,1,2 bed flat for sale,"£300,000","Worton Road, Isleworth TW7",Strike,https://www.zoopla.co.uk/for-sale/details/64606733/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
43,43,listing_64606690,Sale,3,2,3 bed property for sale,"£300,000","Worple Road, Isleworth TW7",Snellers - St Margarets,https://www.zoopla.co.uk/for-sale/details/64606690/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
44,44,listing_64602189,Sale,2,1,2 bed maisonette for sale,"£300,000","Redesdale Gardens, Isleworth TW7",Anthony James Manser,https://www.zoopla.co.uk/for-sale/details/64602189/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
45,45,listing_64600444,Sale,4,1,4 bed town house for sale,"£300,000","Avenue Road, Isleworth TW7",Gordon Lindsay Associates,https://www.zoopla.co.uk/for-sale/details/64600444/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
46,46,listing_64580729,Sale,3,2,3 bed flat for sale,"£300,000","Exeter House, Frazer Nash Close, Isleworth TW7",Oakhill,https://www.zoopla.co.uk/for-sale/details/64580729/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
47,47,listing_64575563,Sale,2,1,2 bed terraced house for sale,"£300,000","Bracken End, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64575563/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
48,48,listing_64574227,Sale,3,2,3 bed semi-detached house for sale,"£300,000","Chestnut Grove, Isleworth TW7",Oakhill,https://www.zoopla.co.uk/for-sale/details/64574227/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
49,49,listing_64567269,Sale,3,4,3 bed property for sale,"£300,000","Offley Place, Isleworth TW7",Oakhill,https://www.zoopla.co.uk/for-sale/details/64567269/?search_identifier=8e811ec795d5e15c3233f4e5a7ed953ddc79e76702794a8cb2e6ea2357adeca8,TW7,Hounslow,2023-05-28
50,50,listing_64563485,Sale,2,2,2 bed flat for sale,"£415,000","Academy Place, Isleworth TW7",Foxtons - Hounslow,https://www.zoopla.co.uk/for-sale/details/64563485/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
51,51,listing_64561567,Sale,2,2,2 bed flat for sale,"£415,000","St. Johns Road, Isleworth TW7",Anthony James Manser,https://www.zoopla.co.uk/for-sale/details/64561567/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
52,52,listing_64555926,Sale,2,1,2 bed flat for sale,"£415,000","Samuelson Place, Isleworth TW7",Leaders - Shared Ownership,https://www.zoopla.co.uk/for-sale/details/64555926/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
53,53,listing_64555902,Sale,2,1,2 bed flat for sale,"£415,000","Samuelson Place, Isleworth TW7",Leaders - Shared Ownership,https://www.zoopla.co.uk/for-sale/details/64555902/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
54,54,listing_64555564,Sale,2,1,2 bed flat for sale,"£415,000","London Road, Isleworth TW7",Oakhill,https://www.zoopla.co.uk/for-sale/details/64555564/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
55,55,listing_64547574,Sale,1,1,1 bed flat for sale,"£415,000","Hepple Close, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64547574/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
56,56,listing_64543375,Sale,2,1,2 bed flat for sale,"£415,000","Oakley Close, Isleworth TW7",Blue Estate Agents,https://www.zoopla.co.uk/for-sale/details/64543375/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
57,57,listing_64541800,Sale,5,3,5 bed semi-detached house for sale,"£415,000","Burlington Road, Osterley, Isleworth TW7",Oakhill,https://www.zoopla.co.uk/for-sale/details/64541800/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
58,58,listing_64541553,Sale,2,1,2 bed maisonette for sale,"£415,000","Redesdale Gardens, Isleworth TW7",Snellers - St Margarets,https://www.zoopla.co.uk/for-sale/details/64541553/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
59,59,listing_64536701,Sale,2,1,2 bed end terrace house for sale,"£415,000","Worple Road, Isleworth TW7",Aspect,https://www.zoopla.co.uk/for-sale/details/64536701/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
60,60,listing_64535818,Sale,2,1,2 bed flat for sale,"£415,000","Union Lane, Isleworth TW7",Dexters - St Margarets,https://www.zoopla.co.uk/for-sale/details/64535818/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
61,61,listing_64535485,Sale,3,1,3 bed terraced house for sale,"£415,000","Church Street, Old Isleworth, Middx TW7",Antony Roberts,https://www.zoopla.co.uk/for-sale/details/64535485/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
62,62,listing_64533833,Sale,2,1,2 bed flat for sale,"£415,000","Algar Road, Isleworth, London TW7",Amber & Co Ltd,https://www.zoopla.co.uk/for-sale/details/64533833/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
63,63,listing_64530974,Sale,2,2,2 bed flat for sale,"£415,000","Algar Road, Isleworth TW7",Foxtons - New Homes West,https://www.zoopla.co.uk/new-homes/details/64530974/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
64,64,listing_64530661,Sale,6,4,6 bed semi-detached house for sale,"£415,000","Lingwood Gardens, Osterley TW7",eXp World UK,https://www.zoopla.co.uk/for-sale/details/64530661/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
65,65,listing_64530403,Sale,3,1,3 bed terraced house for sale,"£415,000","Woodstock Avenue, Isleworth TW7",Dexters - St Margarets,https://www.zoopla.co.uk/for-sale/details/64530403/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
66,66,listing_62103978,Sale,2,1,2 bed flat for sale,"£415,000","Octavia Road, Isleworth, London TW7",JOHNS&CO - Brentford,https://www.zoopla.co.uk/for-sale/details/62103978/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
67,67,listing_64525054,Sale,1,1,1 bed flat for sale,"£415,000","John Busch House, London Road, Isleworth TW7",JOHNS&CO - Brentford,https://www.zoopla.co.uk/for-sale/details/64525054/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
68,68,listing_64521816,Sale,1,1,1 bed flat for sale,"£415,000","London Road, Isleworth TW7",Tudor Property Services,https://www.zoopla.co.uk/for-sale/details/64521816/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
69,69,listing_64518303,Sale,3,2,3 bed detached house for sale,"£415,000","Twickenham Road, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64518303/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
70,70,listing_64518214,Sale,2,1,2 bed terraced house for sale,"£415,000","Linkfield Road, Isleworth TW7",Henleys,https://www.zoopla.co.uk/for-sale/details/64518214/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
71,71,listing_64510421,Sale,3,2,3 bed end terrace house for sale,"£415,000","Thornbury Road, Osterley, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64510421/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
72,72,listing_64509658,Sale,4,3,4 bed town house for sale,"£415,000","Herons Place, Isleworth TW7","Chase Buchanan, St Margarets",https://www.zoopla.co.uk/for-sale/details/64509658/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
73,73,listing_64501351,Sale,2,2,2 bed flat for sale,"£415,000","Algar Road, Isleworth TW7",Dexters - St Margarets,https://www.zoopla.co.uk/for-sale/details/64501351/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
74,74,listing_64500848,Sale,3,1,3 bed semi-detached house for sale,"£415,000","The Close, Isleworth TW7",Anthony James Manser,https://www.zoopla.co.uk/for-sale/details/64500848/?search_identifier=2e03656503b912d4d6fe133946b3597ca7602c5bafd8af399055fb30b9b35382,TW7,Hounslow,2023-05-28
75,75,listing_64499072,Sale,2,2,2 bed flat for sale,"£499,950","Algar Road, Isleworth TW7",Shaw & Co,https://www.zoopla.co.uk/new-homes/details/64499072/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
76,76,listing_64497244,Sale,6,6,6 bed semi-detached house for sale,"£499,950","Great West Road, Osterley, Isleworth TW7",Hiltons Estates,https://www.zoopla.co.uk/for-sale/details/64497244/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
77,77,listing_64497174,Sale,1,1,1 bed flat for sale,"£499,950","Golden Court, Isleworth TW7",Move Inn Estates,https://www.zoopla.co.uk/for-sale/details/64497174/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
78,78,listing_64496691,Sale,3,1,3 bed property for sale,"£499,950","Worton Road, Isleworth TW7",Oakhill,https://www.zoopla.co.uk/for-sale/details/64496691/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
79,79,listing_64492242,Sale,4,2,4 bed semi-detached house for sale,"£499,950","Woodland Gardens, Isleworth TW7",Snellers - St Margarets,https://www.zoopla.co.uk/for-sale/details/64492242/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
80,80,listing_64491787,Sale,2,1,2 bed terraced house for sale,"£499,950","Percheron Close, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64491787/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
81,81,listing_64491644,Sale,7,5,7 bed detached house for sale,"£499,950","Jersey Road, Osterley, Isleworth TW7",Dexters - Isleworth,https://www.zoopla.co.uk/for-sale/details/64491644/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
82,82,listing_64490515,Sale,4,4,4 bed terraced house for sale,"£499,950","Swan Street, Isleworth TW7",Foxtons - Richmond & Twickenham,https://www.zoopla.co.uk/for-sale/details/64490515/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
83,83,listing_64490536,Sale,2,1,2 bed maisonette for sale,"£499,950","Twickenham Road, Isleworth TW7","Chase Buchanan, Isleworth",https://www.zoopla.co.uk/for-sale/details/64490536/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
84,84,listing_64490517,Sale,3,1,3 bed terraced house for sale,"£499,950","Twickenham Road, Isleworth TW7",Foxtons - Richmond & Twickenham,https://www.zoopla.co.uk/for-sale/details/64490517/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
85,85,listing_55341676,Sale,1,1,1 bed flat for sale,"£499,950","Twickenham Road, Isleworth TW7",The Property Partnership,https://www.zoopla.co.uk/for-sale/details/55341676/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
86,86,listing_64486411,Sale,2,1,2 bed flat for sale,"£499,950","Algar Close, Isleworth TW7",Henleys,https://www.zoopla.co.uk/for-sale/details/64486411/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
87,87,listing_64485914,Sale,6,3,6 bed semi-detached house for sale,"£499,950","Spring Grove Road, Isleworth TW7",Dexters - Isleworth,https://www.zoopla.co.uk/for-sale/details/64485914/?search_identifier=6ece1ee113fa08dce35a5db7eef9fb6474df5c0b132a8dde7009124ab5458924,TW7,Hounslow,2023-05-28
