,index,Result_id,Transaction_type,Bedroom,Bathroom,Property_type,Price,Location,Agent,Listing_url,postcode,Borough,Date
1487,1487,listing_62086014,Sale,2,2,2 bed flat for sale,"£580,000","Samuelson House, Merrick Road, Southall UB2",Galaxy Real Estate,https://www.zoopla.co.uk/for-sale/details/62086014/?search_identifier=858285b96e0fd7485fb5a5ab70296ff8972dcfc640efc8c09d1125e36067026d,UB2,Ealing,2023-05-28
1488,1488,listing_61970460,Sale,6,3,6 bed detached house for sale,"£580,000","Osterley Park Road, Southall UB2",Rocket Estate Agents,https://www.zoopla.co.uk/for-sale/details/61970460/?search_identifier=858285b96e0fd7485fb5a5ab70296ff8972dcfc640efc8c09d1125e36067026d,UB2,Ealing,2023-05-28
1489,1489,listing_61860726,Sale,4,2,4 bed semi-detached house for sale,"£580,000","Tilney Road, Southall UB2",Poonam Estates,https://www.zoopla.co.uk/for-sale/details/61860726/?search_identifier=858285b96e0fd7485fb5a5ab70296ff8972dcfc640efc8c09d1125e36067026d,UB2,Ealing,2023-05-28
1490,1490,listing_61694070,Sale,1,1,1 bed flat for sale,"£580,000","Salisbury Road, Southall UB2",Move Inn Estates,https://www.zoopla.co.uk/for-sale/details/61694070/?search_identifier=858285b96e0fd7485fb5a5ab70296ff8972dcfc640efc8c09d1125e36067026d,UB2,Ealing,2023-05-28
1491,1491,listing_61597949,Sale,2,2,2 bed flat for sale,"£422,000","The West Works, Merrick Road, Southall UB2",JNG Homes,https://www.zoopla.co.uk/new-homes/details/61597949/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1492,1492,listing_61597814,Sale,1,1,1 bed flat for sale,"£422,000","The West Works, Merrick Road, Southall UB2",JNG Homes,https://www.zoopla.co.uk/new-homes/details/61597814/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1493,1493,listing_61542576,Sale,2,2,2 bed flat for sale,"£422,000","The West Works, Merrick Road, Southall UB2",DRE Residential,https://www.zoopla.co.uk/new-homes/details/61542576/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1494,1494,listing_61522858,Sale,1,1,1 bed flat for sale,"£422,000","Featherstone Road, Southall UB2","Purplebricks, Head Office",https://www.zoopla.co.uk/for-sale/details/61522858/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1495,1495,listing_61415498,Sale,3,2,3 bed terraced house for sale,"£422,000","Trubshaw Road, Southall UB2",Galaxy Real Estate,https://www.zoopla.co.uk/for-sale/details/61415498/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1496,1496,listing_59159517,Sale,2,2,2 bed flat for sale,"£422,000","Butleigh House, West Works, Healum Avenue, Southall UB2",LiFE Residential - West London,https://www.zoopla.co.uk/for-sale/details/59159517/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1497,1497,listing_61122966,Sale,2,1,2 bed flat for sale,"£422,000","Comer Crescent, Southall UB2",Sutherland Estates,https://www.zoopla.co.uk/for-sale/details/61122966/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1498,1498,listing_64659670,Sale,8,2,8 bed semi-detached house for sale,"£422,000","Hortus Road, Southall UB2",Barnard Marcus - Feltham,https://www.zoopla.co.uk/for-sale/details/64659670/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1499,1499,listing_60821986,Sale,3,2,3 bed terraced house for sale,"£422,000","Hadley Gardens, Norwood Green, Middlesex UB2",Parkfields Estates Ltd,https://www.zoopla.co.uk/for-sale/details/60821986/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1500,1500,listing_60640974,Sale,1,1,1 bed flat for sale,"£422,000","Merrick Road, Southall UB2",Wynn Estates,https://www.zoopla.co.uk/for-sale/details/60640974/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1501,1501,listing_62258643,Sale,5,3,5 bed retail for sale,"£422,000","The Green, Southall UB2",Hunters - Brentford,https://www.zoopla.co.uk/for-sale/details/62258643/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1502,1502,listing_64659665,Sale,7,3,7 bed end terrace house for sale,"£422,000","Brent Road, Southall UB2",Barnard Marcus - Feltham,https://www.zoopla.co.uk/for-sale/details/64659665/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1503,1503,listing_59773250,Sale,6,3,6 bed semi-detached house for sale,"£422,000","The Glen, Southall UB2",Century 21 Hayes & Southall,https://www.zoopla.co.uk/for-sale/details/59773250/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1504,1504,listing_59499147,Sale,3,2,3 bed flat for sale,"£422,000","Western Road, Southall UB2",EZ Property Services Ltd,https://www.zoopla.co.uk/for-sale/details/59499147/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1505,1505,listing_58345612,Sale,2,2,2 bed flat for sale,"£422,000","Panjim, North Goa UB2",MFS Estate Agents,https://www.zoopla.co.uk/for-sale/details/58345612/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1506,1506,listing_57852613,Sale,1,1,1 bed flat for sale,"£422,000","Pemberton House, St Bernard's Gate, Holman Drive, Norwood Green UB2",LiFE Residential - West London,https://www.zoopla.co.uk/for-sale/details/57852613/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1507,1507,listing_55211499,Sale,2,1,2 bed flat for sale,"£422,000","Norwood Road, Southall UB2",Alexandra Park Estate Agents,https://www.zoopla.co.uk/for-sale/details/55211499/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1508,1508,listing_45749778,Sale,1,1,1 bed flat for sale,"£422,000","Levett House, St. Bernards Gate, Hanwell UB2",Moving City,https://www.zoopla.co.uk/for-sale/details/45749778/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1509,1509,listing_45147554,Sale,1,1,1 bed flat for sale,"£422,000","Levett House, St. Bernards Gate, Hanwell UB2",Moving City,https://www.zoopla.co.uk/for-sale/details/45147554/?search_identifier=09860602c97f73e64fe986c6b9bedc93c7108cec260aa26adaa93caeaf22682e,UB2,Ealing,2023-05-28
1510,1510,listing_64727718,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Comer Crescent, Southall UB2",OpenRent,https://www.zoopla.co.uk/to-rent/details/64727718/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1511,1511,listing_64726974,Rent,1,1,1 bed detached house to rent,"£1,600 pcm","Western Road, Southall UB2",Century 21 Hayes & Southall,https://www.zoopla.co.uk/to-rent/details/64726974/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1512,1512,listing_64726929,Rent,1,1,1 bed detached house to rent,"£1,600 pcm","Western Road, Southall UB2",Century 21 Hayes & Southall,https://www.zoopla.co.uk/to-rent/details/64726929/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1513,1513,listing_64726903,Rent,1,1,1 bed detached house to rent,"£1,600 pcm","Western Road, Southall UB2",Century 21 Hayes & Southall,https://www.zoopla.co.uk/to-rent/details/64726903/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1514,1514,listing_64726889,Rent,1,1,1 bed detached house to rent,"£1,600 pcm","Western Road, Southall UB2",Century 21 Hayes & Southall,https://www.zoopla.co.uk/to-rent/details/64726889/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1515,1515,listing_64726878,Rent,1,1,1 bed detached house to rent,"£1,600 pcm","Western Road, Southall UB2",Century 21 Hayes & Southall,https://www.zoopla.co.uk/to-rent/details/64726878/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1516,1516,listing_64726839,Rent,1,1,1 bed detached house to rent,"£1,600 pcm","Western Road, Southall UB2",Century 21 Hayes & Southall,https://www.zoopla.co.uk/to-rent/details/64726839/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1517,1517,listing_64721738,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721738/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1518,1518,listing_64721730,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721730/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1519,1519,listing_64721710,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721710/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1520,1520,listing_64721691,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721691/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1521,1521,listing_64721669,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721669/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1522,1522,listing_64721649,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721649/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1523,1523,listing_64721628,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721628/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1524,1524,listing_64721611,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721611/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1525,1525,listing_64721602,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721602/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1526,1526,listing_64721558,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721558/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1527,1527,listing_64721528,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721528/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1528,1528,listing_64721516,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721516/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1529,1529,listing_64721489,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721489/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1530,1530,listing_64721480,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721480/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1531,1531,listing_64721470,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721470/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1532,1532,listing_64721456,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721456/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1533,1533,listing_64721436,Rent,2,2,2 bed flat to rent,"£1,600 pcm","Ashwell House, Merrick Road, Southall UB2",Claremont Estates,https://www.zoopla.co.uk/to-rent/details/64721436/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1534,1534,listing_60809585,Rent,1,1,1 bed flat to rent,"£1,600 pcm","Ashwell House, The West Works, Southall UB2",Ernest-Brooks International,https://www.zoopla.co.uk/to-rent/details/60809585/?search_identifier=42c60b0084108889e8f5e39c1e5355f1c9213180ab9f969cd077481f27791100,UB2,Ealing,2023-05-28
1535,1535,listing_64708474,Rent,1,,Studio to rent,"£1,200 pcm","Bradbury Close, Southall UB2",OpenRent,https://www.zoopla.co.uk/to-rent/details/64708474/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1536,1536,listing_64699877,Rent,3,2,3 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",CBRE | PRS Lettings,https://www.zoopla.co.uk/to-rent/details/64699877/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1537,1537,listing_64699715,Rent,2,2,2 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",CBRE | PRS Lettings,https://www.zoopla.co.uk/to-rent/details/64699715/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1538,1538,listing_64699708,Rent,1,1,1 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",CBRE | PRS Lettings,https://www.zoopla.co.uk/to-rent/details/64699708/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1539,1539,listing_64699652,Rent,1,1,1 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",CBRE | PRS Lettings,https://www.zoopla.co.uk/to-rent/details/64699652/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1540,1540,listing_64696146,Rent,4,5,4 bed detached house to rent,"£1,200 pcm","Barge Drive, Southall, Greater London UB2",Galaxy Real Estate,https://www.zoopla.co.uk/to-rent/details/64696146/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1541,1541,listing_64690531,Rent,2,2,2 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",LiFE Residential - West London,https://www.zoopla.co.uk/to-rent/details/64690531/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1542,1542,listing_64690465,Rent,1,1,1 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",LiFE Residential - West London,https://www.zoopla.co.uk/to-rent/details/64690465/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1543,1543,listing_64690373,Rent,1,1,1 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",LiFE Residential - West London,https://www.zoopla.co.uk/to-rent/details/64690373/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1544,1544,listing_64683452,Rent,4,1,4 bed terraced house to rent,"£1,200 pcm","Albert Road, Southall UB2",Parkfields Estates Ltd,https://www.zoopla.co.uk/to-rent/details/64683452/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1545,1545,listing_64680372,Rent,2,2,2 bed flat to rent,"£1,200 pcm","Ashwell House, Merrick Road, Southall UB2",Spencer James Residential,https://www.zoopla.co.uk/to-rent/details/64680372/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1546,1546,listing_64680239,Rent,2,2,2 bed flat to rent,"£1,200 pcm","Healum Avenue, Southall UB2",MFS Estate Agents,https://www.zoopla.co.uk/to-rent/details/64680239/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1547,1547,listing_64675970,Rent,1,1,1 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",LiFE Residential - West London,https://www.zoopla.co.uk/to-rent/details/64675970/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1548,1548,listing_64675116,Rent,2,2,2 bed flat to rent,"£1,200 pcm","Uncle Southall, Merrick Road, Southall UB2",CBRE | PRS Lettings,https://www.zoopla.co.uk/to-rent/details/64675116/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1549,1549,listing_64670200,Rent,2,1,2 bed flat to rent,"£1,200 pcm","Windmill Lane, Hanwell UB2",Barnard Marcus - Ealing,https://www.zoopla.co.uk/to-rent/details/64670200/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1550,1550,listing_64670098,Rent,2,1,2 bed flat to rent,"£1,200 pcm","Dudley Road, Southall UB2",Parkfields Estates Ltd,https://www.zoopla.co.uk/to-rent/details/64670098/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1551,1551,listing_64666867,Rent,2,1,2 bed flat to rent,"£1,200 pcm","Chevy Road, Southall UB2",Robertson Smith & Kempson - Northfields,https://www.zoopla.co.uk/to-rent/details/64666867/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1552,1552,listing_64666711,Rent,6,3,6 bed detached house to rent,"£1,200 pcm","St. Marys Avenue North, Southall, Middlesex UB2",Galaxy Real Estate,https://www.zoopla.co.uk/to-rent/details/64666711/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1553,1553,listing_64654602,Rent,2,1,2 bed flat to rent,"£1,200 pcm","Western Road, Southall UB2",Move Inn Estates,https://www.zoopla.co.uk/to-rent/details/64654602/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1554,1554,listing_64654508,Rent,2,1,2 bed flat to rent,"£1,200 pcm","Western Road, Southall UB2",Move Inn Estates,https://www.zoopla.co.uk/to-rent/details/64654508/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1555,1555,listing_64654461,Rent,1,1,1 bed flat to rent,"£1,200 pcm","Western Road, Southall UB2",Move Inn Estates,https://www.zoopla.co.uk/to-rent/details/64654461/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1556,1556,listing_64654442,Rent,1,1,1 bed flat to rent,"£1,200 pcm","Western Road, Southall UB2",Move Inn Estates,https://www.zoopla.co.uk/to-rent/details/64654442/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1557,1557,listing_50007392,Rent,1,,1 bed flat to rent,"£1,200 pcm","Burket Close, Southall UB2",Robinson Farwood Associates,https://www.zoopla.co.uk/to-rent/details/50007392/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1558,1558,listing_64647198,Rent,1,1,1 bed flat to rent,"£1,200 pcm","Merrick Road, Southall UB2",GrowPortfolio,https://www.zoopla.co.uk/to-rent/details/64647198/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1559,1559,listing_64647075,Rent,2,1,2 bed flat to rent,"£1,200 pcm","Merrick Road, Southall UB2",GrowPortfolio,https://www.zoopla.co.uk/to-rent/details/64647075/?search_identifier=25703396e2b783a44303d28862a7bd303d9db87342b3b51e10bd36cbe30e2d3e,UB2,Ealing,2023-05-28
1560,1560,listing_64633825,Rent,2,2,2 bed flat to rent,"£1,900 pcm","Salisbury Road, Southall UB2, Southall,",MCB Real Estate,https://www.zoopla.co.uk/to-rent/details/64633825/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1561,1561,listing_64629123,Rent,2,2,2 bed flat to rent,"£1,900 pcm","The Green, Southall UB2",Foxtons - Ealing,https://www.zoopla.co.uk/to-rent/details/64629123/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1562,1562,listing_64624844,Rent,3,1,3 bed terraced house to rent,"£1,900 pcm","Elmfield Road, Southall UB2",Hiltons Estates,https://www.zoopla.co.uk/to-rent/details/64624844/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1563,1563,listing_64620240,Rent,1,2,1 bed flat to rent,"£1,900 pcm","The Green, Southall UB2",OpenRent,https://www.zoopla.co.uk/to-rent/details/64620240/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1564,1564,listing_64609725,Rent,2,2,2 bed flat to rent,"£1,900 pcm","Dominion Road, Southall UB2",Loft and Main Real Estate Group,https://www.zoopla.co.uk/to-rent/details/64609725/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1565,1565,listing_64608735,Rent,2,1,2 bed flat to rent,"£1,900 pcm","Windmill Lane, Hanwell UB2",Barnard Marcus - Ealing,https://www.zoopla.co.uk/to-rent/details/64608735/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1566,1566,listing_64549073,Rent,,,Studio to rent,"£1,900 pcm","Featherstone Road, Southall, Southall, Middlesex UB2",Anderson Knight,https://www.zoopla.co.uk/to-rent/details/64549073/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1567,1567,listing_64508937,Rent,24,24,24 bed hotel to rent,"£1,900 pcm","Dominion Road, Southall UB2",Regional Homes,https://www.zoopla.co.uk/to-rent/details/64508937/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1568,1568,listing_49549853,Rent,1,,Studio to rent,"£1,900 pcm","Minterne Avenue, Southall, Middlesex UB2",Galaxy Real Estate,https://www.zoopla.co.uk/to-rent/details/49549853/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1569,1569,listing_64467055,Rent,1,1,1 bed flat to rent,"£1,900 pcm","Samuelson House, Merrick Road, Southall, London UB2",LiFE Residential - West London,https://www.zoopla.co.uk/to-rent/details/64467055/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1570,1570,listing_64463603,Rent,2,2,2 bed flat to rent,"£1,900 pcm","Merrick Road, Southall UB2",Quilliam Property,https://www.zoopla.co.uk/to-rent/details/64463603/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1571,1571,listing_64463523,Rent,2,2,2 bed flat to rent,"£1,900 pcm","Merrick Road, Southall UB2",Quilliam Property,https://www.zoopla.co.uk/to-rent/details/64463523/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1572,1572,listing_64444092,Rent,1,1,1 bed flat to rent,"£1,900 pcm","Samuelson House, Bridge Road, Southall UB2",Strawberry Star Royal Docks,https://www.zoopla.co.uk/to-rent/details/64444092/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1573,1573,listing_64411809,Rent,1,1,1 bed flat to rent,"£1,900 pcm","Deck Court, London UB2",OpenRent,https://www.zoopla.co.uk/to-rent/details/64411809/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
1574,1574,listing_64406436,Rent,1,1,1 bed flat to rent,"£1,900 pcm","Samuelson House, Merrick Road, Southall, Ealing, London UB2",Relocate Me,https://www.zoopla.co.uk/to-rent/details/64406436/?search_identifier=89dc7dec3e08ce6d45d1b3e2708dc0fd092d3e05ec116fe59a359c37385cce55,UB2,Ealing,2023-05-28
